Article,Journal
9407015,Mod.Phys.Lett.
9199,Mod.Phys.Lett.
7178,Int.J.Mod.Phys.
9303096,J.Math.Phys.
9905003,Phys.Rev.
205146,Mod.
9702003,J.Math.Phys.
5132,Class.Quant.Grav.
103067,Nucl.Phys.
9308151,Int.J.Mod.Phys.
9704128,Phys.Lett.
9503115,Nucl.Phys.
9611130,Nucl.Phys.Proc.Suppl.
9603102,Phys.Lett.
9802116,Phys.Rev.Lett.
4108,Mod.Phys.Lett.
9612146,Phys.Rev.
9805153,Phys.Rev.
9806044,Phys.Rev.
9805040,Int.J.Theor.Phys.
9807042,Phys.Rev.
9912118,Phys.Rev.
9709012,Nucl.Phys.
9803077,JHEP
9305135,Int.J.Mod.Phys.
9302048,Phys.Lett.
9611103,Phys.Rev.
9804010,Phys.Lett.
9705057,Phys.Lett.
9409134,Int.J.Mod.Phys.
9710239,Nucl.Phys.
11264,Fortsch.Phys.
109004,JHEP
107207,Lett.Math.Phys.
106087,Mod.Phys.Lett.
205296,JHEP
9903170,Nucl.Phys.
11126,J.Phys.
9602074,Nucl.Phys.
9602002,Nucl.Phys.
9806003,Nucl.Phys.
9508128,Nuovo
205162,Phys.Rev.
9505031,Phys.Rev.
202173,Phys.Lett.
9212019,Mod.Phys.Lett.
10038,Prog.Theor.Phys.
9612044,Lett.Math.Phys.
2227,JHEP
208203,JHEP
9901057,JHEP
9710136,Fortsch.Phys.
9310070,Mod.Phys.Lett.
107185,JHEP
9902196,Phys.Lett.
9611204,Nucl.Phys.
2233,Phys.Lett.
9607103,J.Math.Phys.
5135,Class.Quant.Grav.
9908116,JHEP
9304132,Phys.Lett.
209199,Prog.Theor.Phys.
112214,Phys.Lett.
9902094,Int.J.Mod.Phys.
2139,Int.J.Mod.Phys.
206203,JHEP
204257,Prog.Theor.Phys.
112024,Nucl.Phys.
6223,JHEP
9211025,Phys.
9504129,Phys.
5104,J.Phys.
201254,JHEP
9305100,J.Math.Phys.
106036,JHEP
9803243,Commun.Math.Phys.
9710143,Mod.Phys.Lett.
203012,Phys.Rev.
9212097,Mod.
9608003,Acta
9912250,Phys.Rev.
5255,Eur.Phys.J.
9304115,Int.J.Mod.Phys.
9607225,Int.J.Mod.Phys.
8142,J.Math.Phys.
9912276,Prog.Theor.Phys.
9608064,J.Phys.
9407078,Phys.Lett.
2205,Class.Quant.Grav.
9805079,Phys.Lett.
9606092,Mod.Phys.Lett.
107050,J.Phys.
9503129,Phys.
9411075,J.Math.Phys.
9512030,Phys.Lett.
9507065,Commun.Math.Phys.
12213,Nucl.Phys.
3053,JHEP
9050,Phys.Rev.
204064,Nucl.Phys.
103128,Phys.Rev.
9712038,Phys.Rev.
209057,Nucl.Phys.
9503194,Phys.Rev.
106182,Phys.Lett.
9901100,Phys.Lett.
9804201,Mod.Phys.Lett.
211104,Phys.Rev.
103182,Nucl.Phys.Proc.Suppl.
9811117,Phys.Lett.
9406094,Z.Phys.
8248,Phys.Rev.
9408082,Phys.Lett.
104188,Nucl.Phys.
112088,Phys.Lett.
9609078,Phys.Rev.
9070,Phys.Rev.
6239,JHEP
9910245,Adv.Theor.Math.Phys.
9905102,Adv.Theor.Math.Phys.
210105,JHEP
9606063,Phys.Rev.Lett.
9311006,Mod.Phys.Lett.
9608168,Prog.Theor.Phys.
9612050,Phys.Lett.
9612229,Nucl.Phys.
9811108,Nucl.Phys.
9310181,Phys.Rev.Lett.
108142,Nucl.Phys.
9409182,Phys.Lett.
9811144,Lett.Math.Phys.
9705005,Prog.Theor.Phys.
9603100,Nucl.Phys.
3193,Phys.Lett.
9803100,J.Phys.
209225,Nucl.Phys.
105085,Phys.Lett.
9904152,Phys.Rev.
9607208,Phys.Lett.
7147,Nucl.Phys.
9811048,JHEP
9401144,Mod.Phys.Lett.
101009,Mod.Phys.Lett.
7064,JHEP
9908141,Nucl.Phys.
9810197,Phys.Rev.
9908056,Phys.Rev.
9807019,Phys.Lett.
110247,Phys.Lett.
106050,JHEP
205051,JHEP
9705233,Mod.Phys.Lett.
9605106,Phys.Rev.
9907039,Nucl.Phys.
103111,JHEP
9212075,Nucl.Phys.
205099,JHEP
203165,JHEP
9068,JHEP
3010,Int.J.Mod.Phys.
105184,JHEP
103155,Nucl.Phys.
9406086,Phys.Rev.
9705102,Annals
9301015,Nucl.Phys.
9602056,Nucl.Phys.Proc.Suppl.
9511178,Nuovo
9604061,J.Math.Phys.
108221,Nucl.Phys.
9910071,Phys.Rev.
9208028,Mod.Phys.Lett.
9801165,Phys.Lett.
9807006,Int.J.Mod.Phys.
9403050,Phys.Lett.
9711135,Nucl.Phys.
9306141,Nucl.Phys.
110298,Phys.Rev.
9809101,Phys.Rev.
9404112,J.Math.Phys.
9809031,Nuovo
9807189,JHEP
2119,Phys.Lett.
9912194,Nuovo
9902079,JHEP
10064,Phys.Rev.
9402121,Fortsch.Phys.
104196,Nucl.Phys.Proc.Suppl.
9609113,Phys.Lett.
9604091,Nucl.Phys.
9704118,Phys.Lett.
9602093,Nucl.Phys.
9611024,Int.J.Mod.Phys.
203176,Phys.Lett.
104209,Phys.Rev.
9506066,Nucl.Phys.
102161,Phys.Lett.
9610162,Nucl.Phys.
9302064,Phys.Lett.
208005,Nucl.Phys.
9308028,J.Phys.
9509144,Prog.Theor.Phys.
2216,Phys.Lett.
9510066,Mod.Phys.Lett.
9906094,Nucl.Phys.
9611141,Prog.Theor.Phys.
9611065,Nucl.Phys.
103161,Nucl.Phys.Proc.Suppl.
1206,Phys.Rev.
109038,Phys.Rev.
8030,JHEP
201056,J.Phys.
2027,JHEP
9311127,Mod.Phys.Lett.
9409027,J.Math.Phys.
7119,Nucl.Phys.
9706145,Nucl.Phys.
9508075,Phys.Lett.
9407092,J.Phys.
9510224,Phys.Lett.
5008,Nucl.Phys.
103246,JHEP
9806210,Mod.Phys.Lett.
9604121,Phys.Rev.Lett.
9612148,Nucl.Phys.
9502123,J.Phys.
9512129,Nucl.Phys.
9406053,Phys.Rev.
102016,JHEP
204196,JHEP
104239,Phys.Rev.
112046,Phys.Lett.
12190,J.Phys.
9902169,Phys.Lett.
9712109,Phys.Rev.
9123,Phys.Lett.
207049,Phys.Lett.
9805092,Phys.Lett.
3189,Mod.Phys.Lett.
9907107,Class.Quant.Grav.
12118,Nucl.Phys.
9610062,Nucl.Phys.Proc.Suppl.
9806161,Nucl.Phys.
9201077,Theor.Math.Phys.
108017,JHEP
210262,JHEP
4011,JHEP
9406063,Phys.Lett.
5018,Mod.Phys.Lett.
210278,Phys.Rev.
9308029,Phys.Rev.Lett.
9310177,Mod.Phys.Lett.
207100,Phys.Rev.
9606003,Nucl.Phys.
9803212,Nucl.Phys.
9505105,Nucl.Phys.
8190,JHEP
104041,Nucl.Phys.
9601119,Phys.Lett.
9811194,JHEP
9704084,Phys.Lett.
207080,JHEP
203221,Phys.Rev.
206132,Phys.Lett.
9611070,Int.J.Mod.Phys.
208094,Phys.Rev.
104215,Phys.Lett.
9803262,Phys.Lett.
202056,Phys.Rev.
9902095,Phys.Lett.
9806246,Nucl.Phys.
203131,Nucl.Phys.
9609196,Nucl.Phys.
9712137,Phys.Lett.
9179,Phys.Rev.
9609035,Phys.Rev.
9303074,Phys.Rev.
9201074,Phys.Lett.
104225,Phys.Rev.
9510217,J.Geom.Phys.
108111,Phys.Lett.
9803117,Phys.Lett.
9606117,Nucl.Phys.
102095,JHEP
9502100,Prog.Theor.Phys.
9610179,Phys.Rev.
212182,Phys.Lett.
9703074,Phys.Rev.
9412068,Phys.Rev.
9907170,Phys.Lett.
9203070,Nucl.Phys.
9204026,Phys.Lett.
9701161,Nucl.Phys.Proc.Suppl.
9410186,J.Phys.
101216,Mod.Phys.Lett.
9203078,Phys.Lett.
9709198,Phys.Lett.
9406089,Phys.Lett.
9412215,Nucl.
210280,Nucl.Phys.
9612178,Commun.Math.Phys.
9712029,Phys.Rev.
7122,Nucl.Phys.
4093,Phys.Lett.
12180,JHEP
9207053,Nucl.Phys.
9212136,Phys.Rev.
9409153,Commun.Math.Phys.
9806108,Nucl.Phys.
102120,Int.J.Mod.Phys.
210138,Phys.Rev.
9908076,JHEP
9711184,Phys.Lett.
9403108,Nucl.Phys.
10210,Phys.Rev.
9811047,Nucl.Phys.
9703182,Nucl.Phys.Proc.Suppl.
2087,Phys.Rev.
9807049,Phys.Rev.
9905011,Prog.Theor.Phys.
9503019,Int.J.Mod.Phys.
204212,Phys.Rev.
9903129,JHEP
9707012,Nucl.Phys.
9412117,Nucl.
9809145,JHEP
9712174,Commun.Math.Phys.
9601090,J.Math.Phys.
9508062,Nucl.Phys.Proc.Suppl.
9605197,Fortsch.Phys.
9406049,Phys.Rev.
9610251,Nucl.Phys.
9308034,Nucl.
9712253,Class.Quant.Grav.
9706044,Int.J.Mod.Phys.
12195,Phys.Rev.
9403138,Phys.Lett.
9607079,Int.J.Mod.Phys.
9912049,Class.Quant.Grav.
9703176,Int.J.Mod.Phys.
204179,Class.Quant.Grav.
9408133,Commun.Math.Phys.
10276,Int.J.Mod.Phys.
9405167,Commun.Math.Phys.
9311110,Phys.
9907059,Int.J.Theor.Phys.
103073,Nucl.Phys.
205053,J.Math.Phys.
9606098,Nucl.Phys.
102070,Phys.Rev.Lett.
9910256,Phys.Rev.
9912206,Nucl.Phys.
104218,JHEP
9306096,Nucl.
6088,JHEP
9305011,Phys.
1042,Acta
3233,Nucl.Phys.
9904194,Nucl.Phys.
9412119,Phys.Lett.
9611178,Nucl.Phys.
9902174,J.Phys.
9401012,Phys.Lett.
105236,Class.Quant.Grav.
9911015,Phys.Rev.Lett.
9803265,Commun.Math.Phys.
105299,Phys.Lett.
207223,Phys.Lett.
9910224,Nucl.Phys.
106276,JHEP
9205069,Phys.Lett.
9509027,Phys.Rev.
105276,JHEP
9802045,Fortsch.Phys.
9809023,Nucl.Phys.Proc.Suppl.
9501058,Nucl.Phys.
9606036,Nucl.Phys.
9501084,Phys.
105155,JHEP
9301002,Phys.Lett.
9707151,Annals
9910007,Int.J.Mod.Phys.
9806004,Nucl.Phys.
9305133,J.Math.Phys.
9810004,Nucl.Phys.
9902023,Nucl.Phys.
9403056,Phys.Rev.Lett.
9912081,Phys.Lett.
9305165,Phys.Rev.
9911042,Nucl.Phys.
1145,Phys.Rev.Lett.
9409111,Int.J.Mod.Phys.
6058,JHEP
9903130,Int.J.Mod.Phys.
9610178,J.Phys.
1049,Nucl.Phys.
9704134,Class.Quant.Grav.
103264,Phys.Rev.
108102,Nucl.Phys.
9510098,Nucl.Phys.Proc.Suppl.
6084,Phys.Rev.
9511175,Int.J.Mod.Phys.
5213,JHEP
9511002,Nucl.Phys.
9405175,Nucl.Phys.Proc.Suppl.
9604140,Nucl.Phys.
9306034,Nucl.Phys.
6111,Phys.Rev.
9310085,Phys.Lett.
9702185,Phys.Rev.
9401039,Nucl.Phys.
9711066,J.Math.Phys.
12084,Phys.Lett.
8067,Nucl.Phys.
9906085,JHEP
9707122,Phys.Rev.
9601002,Int.J.Mod.Phys.
9506076,Nucl.Phys.
9802203,Nucl.Phys.
10019,Phys.Lett.
9204077,Commun.Math.Phys.
9604137,Acta
7200,Mod.Phys.Lett.
9903236,Phys.Lett.
9312045,Phys.
9503142,Phys.
9310168,J.Math.Phys.
9303091,Z.Phys.
9201030,Int.J.Mod.Phys.
9508088,Class.Quant.Grav.
209102,Nucl.Phys.
9403031,Phys.Lett.
9901151,Adv.Theor.Math.Phys.
9701013,Phys.Rev.
9907152,Nucl.Phys.
12057,Lett.Math.Phys.
109159,JHEP
9712233,Phys.Lett.
9401051,Phys.Rev.
111200,JHEP
9412005,Theor.Math.Phys.
9205015,Nucl.Phys.
301006,JHEP
9512164,Phys.Rev.Lett.
9203014,Phys.Rev.
9810189,Nucl.Phys.
204068,Phys.Rev.Lett.
103175,Phys.Rev.
101131,Phys.Rev.
9907207,Int.J.Mod.Phys.
6087,Phys.Rev.
9609108,J.Phys.
11041,Nucl.Phys.
9903198,Phys.Lett.
9809026,Nucl.Phys.
12248,JHEP
9303006,Phys.
9908017,Phys.Rev.
9305148,Phys.Lett.
208103,Phys.Lett.
9805142,Nucl.Phys.
104230,JHEP
206236,Phys.Rev.
9905151,Int.J.Mod.Phys.
9402060,J.Math.Phys.
7020,Nucl.Phys.
104132,Phys.Rev.
9802174,Phys.Lett.
9609215,Theor.Math.Phys.
9910211,JHEP
9301107,Nucl.Phys.
9409069,Phys.Lett.
9306107,Int.
9208029,Nucl.
9503083,Prog.Theor.Phys.
9912006,Phys.
9608053,Nucl.Phys.
9611063,Nucl.Phys.
9911251,Nucl.Phys.
9210142,Theor.Math.Phys.
9910159,JHEP
108095,Phys.Lett.
9910249,JHEP
9511063,Phys.Lett.
9406003,Nucl.Phys.
9075,Eur.Phys.J.
9711106,Phys.Lett.
9511142,Mod.Phys.Lett.
9609240,Nuovo
9610128,Eur.Phys.J.
9503064,Phys.Lett.
9703085,Nucl.Phys.
9508052,Phys.Rev.
9411170,Phys.Rev.
11230,Class.Quant.Grav.
207064,Phys.Rev.
106189,Phys.Rev.
212216,JHEP
5064,Nucl.Phys.
110278,Mod.Phys.Lett.
9907132,Prog.Theor.Phys.
9211064,Mod.Phys.Lett.
9905157,JHEP
9703070,Nucl.Phys.
9809154,Phys.Lett.
6032,Nucl.Phys.
9912085,Phys.Rev.
9702117,Phys.Rev.
9209074,Mod.
206179,Phys.Lett.
9807165,Int.J.Theor.Phys.
9908201,JHEP
202125,Phys.Rev.
9810140,Phys.Lett.
9610006,Int.J.Mod.Phys.
9612239,Nucl.Phys.
9902202,JHEP
10192,Nucl.Phys.
9409006,Phys.Rev.
9504091,Nucl.
9312188,Nucl.Phys.
106144,Phys.Rev.Lett.
9911112,JHEP
9207057,J.Math.Phys.
3202,Eur.Phys.J.
9802101,Phys.Rev.Lett.
9310027,J.Math.Phys.
9810113,Nucl.Phys.
204123,Lett.Math.Phys.
9307048,Phys.Lett.
9803034,Phys.Rev.
9910081,Nucl.Phys.
9304019,Int.
9301093,Mod.
105205,Phys.Lett.
101155,Phys.Rev.
9910001,Nucl.Phys.
9810005,Class.Quant.Grav.
9601056,Commun.Math.Phys.
9312120,Mod.Phys.Lett.
9303012,Phys.Rev.Lett.
105223,J.Math.Phys.
9904074,Phys.Rev.Lett.
9505076,Phys.Lett.
5071,Phys.Rev.
9904017,Adv.Theor.Math.Phys.
9702074,Nucl.Phys.Proc.Suppl.
103022,Phys.Rev.
106271,JHEP
112019,Phys.Rev.
109055,JHEP
9705111,Nucl.Phys.
9805202,Phys.Rev.
9706133,J.Math.Phys.
9511042,Int.J.Theor.Phys.
9310201,Lett.Math.Phys.
9410205,Phys.Lett.
202074,Commun.Math.Phys.
9910122,Phys.Lett.
10122,JHEP
9711085,Lett.Math.Phys.
9806121,Phys.Lett.
9606049,Nucl.Phys.
9508039,Nucl.Phys.
9208036,Phys.Rev.
9708004,Nucl.Phys.
9408076,Phys.Lett.
9912018,JHEP
9707101,Commun.Math.Phys.
9307110,Int.
9703179,Phys.Rev.
9208,Phys.Rev.
9707160,Nucl.Phys.
9811251,Class.Quant.Grav.
9805148,Mod.Phys.Lett.
9508124,Mod.Phys.Lett.
9911018,Phys.Rev.
9611086,Phys.Lett.
104110,JHEP
9904076,Nucl.Phys.
208042,Phys.Rev.
9804060,Phys.Rev.
9507009,Phys.Lett.
110206,Phys.Rev.
9705006,Adv.Theor.Math.Phys.
3198,Nucl.Phys.
9405141,Nucl.Phys.
5141,J.Phys.
109194,Phys.Rev.
9509095,Nucl.Phys.Proc.Suppl.
9410093,Annals
9207011,Mod.
9903215,Nucl.Phys.
9202057,Phys.Rev.Lett.
9910166,J.Phys.
9904027,Phys.Lett.
9409169,Phys.Rev.
204053,Phys.Rev.
9601070,Int.J.Mod.Phys.
9806010,JHEP
9809112,Phys.Lett.
9706106,Annals
9512125,Nucl.Phys.
9603163,Int.J.Mod.Phys.
112122,Phys.Rev.
9504047,Nucl.Phys.
9704079,Nucl.Phys.
9511228,Nucl.Phys.
9506212,Phys.Lett.
9603003,Nucl.Phys.
9403019,J.Math.Phys.
9709173,Mod.Phys.Lett.
9303082,Mod.
108007,Nucl.Phys.
104065,Nucl.Phys.
9906228,J.Phys.
9508117,Nucl.Phys.
9503236,Mod.Phys.Lett.
102135,Phys.Rev.
9802111,Phys.Lett.
5190,Phys.Lett.
9908009,Adv.Theor.Math.Phys.
9511105,Phys.Lett.
11006,Mod.Phys.Lett.
9811143,JHEP
6217,Nucl.Phys.
9711010,Phys.Lett.
7239,Phys.Rev.
10195,Class.Quant.Grav.
4124,Nucl.Phys.
9907051,Phys.Rev.
9508090,Phys.Rev.
4132,J.Math.Phys.
9409083,Phys.Rev.
9404054,Commun.Math.Phys.
9703177,Mod.Phys.Lett.
1192,Phys.Rev.
9501103,Phys.Rev.
9712165,Nucl.Phys.
9812155,Nucl.Phys.
8040,Nucl.Phys.Proc.Suppl.
9902049,Phys.Rev.
206100,Phys.Rev.
112097,Int.J.Mod.Phys.
9206091,Phys.
10159,Phys.Rev.
9809111,JHEP
9703021,Nucl.Phys.Proc.Suppl.
9705055,Nucl.Phys.
9207014,Phys.
9810201,Adv.Theor.Math.Phys.
9401006,Phys.Rev.
4154,Int.J.Mod.Phys.
9705009,Annals
2060,Phys.Lett.
106069,Nucl.Phys.
9501043,Phys.Rev.
9509108,Phys.Rev.
9907037,Phys.Lett.
9507171,Phys.Lett.
9210068,Nucl.
9811009,Mod.Phys.Lett.
9912037,JHEP
9910246,Phys.Lett.
9511179,Phys.Rev.
9711031,Phys.Lett.
9801091,Commun.Math.Phys.
9308049,Prog.Theor.Phys.
9704027,Nucl.Phys.
112223,Phys.Rev.
9602114,Nucl.Phys.
9707142,Int.J.Mod.Phys.
9244,JHEP
9809206,Phys.Rev.Lett.
9204042,Phys.Lett.
9606199,Phys.Lett.
9603075,Phys.Lett.
9402038,Phys.Lett.
104234,Phys.Rev.
1173,Phys.Lett.
9602088,J.Math.Phys.
7142,Eur.Phys.J.
9710185,Phys.Lett.
9603070,Nucl.Phys.
9907153,Phys.Lett.
9701043,J.Math.Phys.
9703148,Nucl.Phys.
9703172,Phys.Lett.
9707239,Class.Quant.Grav.
9806214,JHEP
9911083,Phys.Rev.
9609069,Phys.Lett.
9904129,Nucl.Phys.
9812104,Int.J.Mod.Phys.
9804183,Mod.Phys.Lett.
9703130,Phys.Rev.
111224,Nucl.Phys.
4115,Phys.Rev.
9902100,Class.Quant.Grav.
9904186,Phys.Lett.
9708032,J.Phys.
9806247,Mod.Phys.Lett.
9808029,Int.J.Mod.Phys.
204092,Phys.Rev.
103208,Theor.Math.Phys.
110291,Phys.Rev.
9401041,Nucl.Phys.
9706041,Nucl.Phys.
8114,Phys.Rev.
8153,Phys.Lett.
9035,J.Math.Phys.
9508051,Nuovo
9703200,Phys.Rev.
9911098,JHEP
9192,Nucl.Phys.
9703090,Phys.Rev.
110157,Phys.Rev.
9902042,Nucl.Phys.
9308135,Nucl.Phys.
9805090,Phys.Rev.
9504140,Phys.
9511129,Phys.Rev.
9607129,Nucl.Phys.
9507045,Nucl.Phys.
9503191,Phys.Lett.
6145,JHEP
9507083,Lett.Math.Phys.
204174,Phys.Lett.
9610098,Class.Quant.Grav.
11262,Phys.Rev.
9204036,Phys.
9712167,Phys.Lett.
9610037,Nucl.Phys.
107030,Phys.Lett.
104236,JHEP
9705026,Phys.Rev.
9501080,Int.
4082,Phys.Rev.
9409062,Mod.Phys.Lett.
9902117,Phys.Rev.Lett.
9903159,Phys.Lett.
3283,Phys.Lett.
9310202,Phys.Lett.
9708013,Mod.Phys.Lett.
9604062,Fortsch.Phys.
9305003,Nucl.Phys.
9707161,Phys.Lett.
112118,Fortsch.Phys.
9406098,J.Phys.
9705152,Int.J.Mod.Phys.
209092,Phys.Rev.
112025,Phys.Lett.
110017,J.Phys.
9205013,Phys.Lett.
9802027,JHEP
9206014,Nucl.
9610138,Nucl.Phys.
9210099,Nucl.
9906103,Nucl.Phys.
204039,J.Phys.
9805126,Mod.Phys.Lett.
9602006,Phys.Lett.
9610238,Nucl.Phys.
9705061,Phys.Rev.
6200,Phys.Lett.
204254,JHEP
9212009,Phys.Rev.
2211,Nucl.Phys.
9504079,Phys.Rev.
107070,JHEP
9303013,Int.J.Mod.Phys.
9907199,Annals
9809164,Phys.Rev.
9604034,Nucl.Phys.
4087,Nucl.Phys.
9905058,J.Phys.
9909138,Int.J.Mod.Phys.
9903065,Mod.Phys.Lett.
9406189,Phys.Rev.
9911131,J.Math.Phys.
9706139,Phys.Rev.
9905167,Mod.Phys.Lett.
201248,Nucl.Phys.
9703218,JHEP
9905174,Nucl.Phys.
8161,Int.J.Mod.Phys.
9701162,Commun.Math.Phys.
9309104,Phys.Lett.
9207074,Phys.Rev.
9510028,Nucl.Phys.Proc.Suppl.
9904077,J.Math.Phys.
109019,Nucl.Phys.
9412097,J.Geom.Phys.
9603189,J.Math.Phys.
9606194,Nucl.Phys.
9907103,Phys.Rev.
2067,JHEP
9406146,Lett.Math.Phys.
9501100,Mod.Phys.Lett.
9511067,Nucl.Phys.
9309134,Commun.Math.Phys.
9704022,Phys.Rev.
201116,Phys.Rev.
3100,Phys.Rev.
9312150,Phys.Rev.
9510050,Theor.Math.Phys.
9607026,Nucl.Phys.
9708051,Phys.Rev.
104261,Mod.Phys.Lett.
9606121,Mod.Phys.Lett.
6158,Phys.Rev.
9903227,Phys.Rev.
105075,JHEP
104164,Phys.Lett.
9412206,J.Math.Phys.
12210,JHEP
4067,Phys.Rev.
111278,Nucl.Phys.
9705033,J.Math.Phys.
9301026,J.Phys.
9608050,Phys.Rev.
9609075,Phys.Lett.
106030,Phys.Rev.
7223,Phys.Lett.
9606025,Int.J.Mod.Phys.
9707032,J.Phys.
9205012,Phys.Lett.
9233,Int.J.Mod.Phys.
9506004,Phys.Lett.
9411069,J.Math.Phys.
9909065,Nucl.Phys.
3294,Phys.Lett.
9208040,Nucl.Phys.
9412018,Nucl.Phys.
9704062,Phys.Rev.
9407174,Phys.Rev.
9503235,Phys.Rev.
9411142,Phys.
9905133,Int.J.Mod.Phys.
112045,Nucl.Phys.
9311047,Phys.
9908082,JHEP
9604124,Mod.Phys.Lett.
9404192,Phys.Rev.
9806095,Phys.Lett.
204132,JHEP
9404072,Int.J.Mod.Phys.
201171,Eur.Phys.J.
9707134,Nucl.Phys.
9512062,Phys.Lett.
9404172,Phys.Lett.
9710050,Int.J.Mod.Phys.
9811062,J.Phys.
9912156,Nucl.Phys.
9310156,Phys.Rev.
111198,J.Geom.Phys.
10133,Phys.Rev.
9812218,Adv.Theor.Math.Phys.
9810115,Phys.Lett.
104038,Phys.Lett.
202097,Nucl.Phys.
3180,Nucl.Phys.
102056,JHEP
102180,Commun.Math.Phys.
9511061,Nucl.Phys.
202185,Phys.Lett.
9702106,Nucl.Phys.
107150,Phys.Rev.
9307143,Phys.Rev.
9410021,Theor.Math.Phys.
107082,Nucl.Phys.
205298,Phys.Lett.
9802120,Phys.Rev.
9404193,Nucl.Phys.
111247,Phys.Lett.
105224,Phys.Lett.
9209012,Phys.Rev.
9712113,J.Math.Phys.
9811029,Mod.Phys.Lett.
7086,Class.Quant.Grav.
9312010,Phys.Lett.
9501006,Phys.Rev.
9610082,Int.J.Mod.Phys.
9803079,Eur.Phys.J.
110070,Phys.Lett.
102172,JHEP
9103,JHEP
9606178,Mod.Phys.Lett.
103219,Phys.Rev.
9502067,Nucl.Phys.
9605111,Nucl.Phys.
9704100,Mod.Phys.Lett.
9607195,Nucl.
9508014,Phys.Rev.
9305079,Int.J.Mod.Phys.
105180,JHEP
205127,Int.J.Mod.Phys.
9403141,Nucl.Phys.
9501036,Nucl.Phys.
9704098,Nucl.Phys.
9512148,Nucl.Phys.
9711179,JHEP
9905109,Phys.Rev.
9706178,Nucl.Phys.
9401005,Mod.Phys.Lett.
9912162,Phys.Rev.
9902133,Class.Quant.Grav.
12268,Phys.Lett.
9510003,Nucl.Phys.
3298,Nucl.Phys.
9306125,Class.Quant.Grav.
3185,JHEP
9909045,J.Phys.
9905216,Phys.Lett.
9907036,Phys.Rev.
6090,Phys.Lett.
9302076,J.Math.Phys.
9406028,Mod.Phys.Lett.
9212029,Nucl.
9806135,J.Phys.
110287,Phys.Rev.
5098,JHEP
206080,Phys.Rev.
9412077,Phys.Lett.
9809050,Nucl.Phys.
9401083,Int.J.Mod.Phys.
9604021,Phys.Lett.
9604103,Nucl.Phys.
9408160,Commun.Math.Phys.
9603037,Phys.Lett.
9908072,JHEP
9311158,Annals
9612076,Phys.Rev.
9905004,JHEP
102125,JHEP
9806034,Phys.Lett.
106252,Phys.Lett.
8036,J.Phys.
9803237,Mod.Phys.Lett.
9909115,J.Math.Phys.
9703142,Nucl.Phys.
1108,Nucl.Phys.
9206081,Nucl.
209049,Phys.Lett.
101140,Int.J.Mod.Phys.
9610032,Nucl.Phys.Proc.Suppl.
9512101,Phys.Lett.
9605059,Nucl.Phys.
10239,JHEP
9606132,Phys.Rev.
204172,JHEP
7228,Phys.Rev.
9912266,JHEP
103143,Nucl.Phys.Proc.Suppl.
7126,JHEP
3096,Phys.Lett.
9808187,Nucl.Phys.
9407118,Phys.Rev.
9909167,Phys.Lett.
9507092,J.Math.Phys.
9308096,Phys.Lett.
9502107,Phys.Rev.
9807187,Phys.Lett.
205245,JHEP
104021,Nucl.Phys.
9608024,Nucl.Phys.
108181,JHEP
9707059,Phys.Lett.
9803081,Phys.Rev.
101202,JHEP
201177,JHEP
9209059,Int.J.Mod.Phys.
9612095,Nucl.Phys.
9910136,Mod.Phys.Lett.
3221,JHEP
9212045,Nucl.Phys.
9302125,Mod.Phys.Lett.
9307116,Phys.Lett.
207168,Phys.Rev.
3260,Phys.Rev.
103083,Phys.Lett.
9802150,Adv.Theor.Math.Phys.
9510173,Phys.Lett.
9403140,J.Phys.
9410047,J.Math.Phys.
9403018,Phys.Lett.
9704052,Nucl.Phys.
9911013,J.Phys.
111106,Phys.Lett.
202079,Phys.Rev.
109138,Phys.Lett.
9402074,J.Math.Phys.
9611205,Nucl.Phys.Proc.Suppl.
111205,JHEP
9807229,JHEP
9911154,Class.Quant.Grav.
9601040,Phys.Rev.
9510062,Phys.Lett.
9602016,Commun.Math.Phys.
9509048,J.Math.Phys.
9507146,Mod.Phys.Lett.
9911092,Phys.Lett.
9602007,Mod.Phys.Lett.
7198,JHEP
9902209,Int.J.Mod.Phys.
9601080,Nucl.Phys.
9702145,Nucl.Phys.
9312092,Phys.
110156,Phys.Rev.
3084,Int.J.Mod.Phys.
101017,JHEP
9211097,Commun.Math.Phys.
9711153,Int.J.Mod.Phys.
9610252,Phys.Rev.
9705150,Nucl.Phys.
9511215,Phys.Lett.
9806056,JHEP
204255,Acta
9706141,Phys.Rev.
9403020,J.Math.Phys.
9712063,JHEP
9604118,Phys.Rev.
9407135,Lett.Math.Phys.
11214,Eur.Phys.J.
9712042,Commun.Math.Phys.
9706222,Phys.Rev.
9801127,Nucl.Phys.
104018,Prog.Theor.Phys.
9901143,Mod.Phys.Lett.
207076,JHEP
9911242,Prog.Theor.Phys.
11139,Phys.Lett.
9805184,Phys.Rev.
108198,Phys.Rev.
211249,Phys.Lett.
9511226,Nucl.Phys.
9401136,Phys.Lett.
2244,Phys.Rev.
102208,Mod.Phys.Lett.
9512070,Int.J.Mod.Phys.
9502053,Nucl.Phys.
8111,Phys.Lett.
9902045,Nucl.Phys.
9807184,Phys.Rev.
111019,Phys.Lett.
9701018,Class.Quant.Grav.
9812088,Nucl.Phys.
9608038,Mod.Phys.Lett.
9808126,JHEP
101208,JHEP
11132,Phys.Rev.
9701075,Phys.Lett.
9711150,Phys.Lett.
9801019,Phys.Lett.
9312166,Z.Phys.
9204003,Nucl.Phys.
